,pos0,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39
through,0.006676969408781107,0.0009312093834205104,0.0008519575210017436,0.005151371057219844,0.001981296560469171,0.0015255983515612616,0.0017237280076081787,0.002536059597400539,0.002456807734981772,0.0019416706292597877,0.0018227928356316374,0.0012085909018861943,0.001367094626723728,0.0009510223490252021,0.0013869075923284198,0.0007727056585829767,0.0011689649706768108,0.001030274211443969,0.0006736408305595182,0.0006934537961642099,0.0005547630369313679,0.0005547630369313679,0.00045569820890790935,0.00027738151846568395,0.0005943889681407513,0.00029719448407037566,0.000614201933745443,0.000614201933745443,0.0009906482802345855,0.0005943889681407513,0.0006736408305595182,0.0006538278649548265,0.000614201933745443,0.0005547630369313679,0.0004953241401172928,0.0009113964178158187,0.0005943889681407513,0.0007330797273735933,0.0005745760025360596,0.001307655729909653
curious,0.004675859882707243,0.000891583452211127,0.0001783166904422254,0.00043588524330321764,0.00025756855286099224,0.0007727056585829767,0.0007925186241876684,0.0001981296560469171,0.0006538278649548265,0.0003764463464891425,0.0003368204152797591,0.0003764463464891425,0.0003170074496750674,0.00043588524330321764,0.00041607227769852593,0.00047551117451260106,0.0005943889681407513,0.0007132667617689016,0.0005943889681407513,0.0005745760025360596,0.00047551117451260106,0.0008717704866064353,0.0005943889681407513,0.0006538278649548265,0.0006934537961642099,0.001030274211443969,0.0009708353146298938,0.000891583452211127,0.0010699001426533524,0.0007925186241876684,0.0009906482802345855,0.0008717704866064353,0.0008717704866064353,0.0008321445553970519,0.001030274211443969,0.0006736408305595182,0.0007925186241876684,0.0007132667617689016,0.0005547630369313679,0.0007727056585829767
on,0.010164051355206847,0.001089713108258044,0.0028134411158662227,0.007251545411317166,0.008321445553970519,0.007588365826596925,0.004973054366777619,0.006875099064828023,0.011194325566650816,0.0064590267871294975,0.006934537961642099,0.00683547313361864,0.0057259470597559045,0.005151371057219844,0.004457917261055635,0.004259787605008718,0.004715485813916627,0.004735298779521319,0.004041844983357109,0.004299413536218101,0.0038040893961008085,0.004101283880171184,0.003546520843239816,0.004715485813916627,0.0033880171184022824,0.003566333808844508,0.0038635282929148835,0.0031898874623553656,0.0032691393247741324,0.0032493263591694406,0.00370502456807735,0.003546520843239816,0.003645585671263275,0.0028530670470756064,0.0030511967031225233,0.0026351244254239977,0.0029125059438896814,0.00301157077191314,0.0028332540814709145,0.002932318909494373
bright,0.008697891900459661,0.0034474560152163575,0.016365509589475354,0.0011095260738627358,0.0013274686955143445,0.0024171818037723885,0.0018227928356316374,0.06558091615152956,0.0010699001426533524,0.0016246631795847203,0.0015454113171659534,0.004774924710730702,0.004774924710730702,0.002595498494214614,0.005488191472499604,0.0015850372483753369,0.0015454113171659534,0.002040735457283246,0.002456807734981772,0.002476620700586464,0.0022190521477254716,0.0026945633222380727,0.0024369947693770803,0.0020209224916785543,0.0020803613884926297,0.001644476145189412,0.0017237280076081787,0.0019416706292597877,0.001783166904422254,0.0014265335235378032,0.0018227928356316374,0.0018029798700269456,0.0016246631795847203,0.001228403867490886,0.0014463464891424948,0.0013869075923284198,0.0015255983515612616,0.0011887779362815027,0.0010104612458392771,0.0009708353146298938
an,0.004220161673799334,7.925186241876684e-05,0.00025756855286099224,9.906482802345855e-05,0.0005349500713266762,0.0032493263591694406,0.022725471548581393,0.001783166904422254,0.0014067205579331114,0.002100174354097321,0.0035861467744491993,0.003031383737517832,0.001287842764304961,0.0018822317324457124,0.000891583452211127,0.0007330797273735933,0.0006538278649548265,0.0007330797273735933,0.0010500871770486606,0.0009906482802345855,0.001030274211443969,0.0009113964178158187,0.0007330797273735933,0.0007727056585829767,0.0008321445553970519,0.000614201933745443,0.0008123315897923601,0.0009708353146298938,0.0005151371057219845,0.0005547630369313679,0.0007727056585829767,0.0008519575210017436,0.0007925186241876684,0.000891583452211127,0.0008717704866064353,0.0011887779362815027,0.0009708353146298938,0.0008519575210017436,0.0011095260738627358,0.0009906482802345855
quietly,0.011134886669836742,0.00025756855286099224,0.00011887779362815027,0.0003764463464891425,0.00023775558725630053,0.0001783166904422254,0.00013869075923284198,5.943889681407513e-05,0.0001981296560469171,0.0001585037248375337,0.00041607227769852593,0.00013869075923284198,0.0001585037248375337,0.00011887779362815027,1.981296560469171e-05,7.925186241876684e-05,5.943889681407513e-05,1.981296560469171e-05,1.981296560469171e-05,1.981296560469171e-05,7.925186241876684e-05,0.0,1.981296560469171e-05,5.943889681407513e-05,3.962593120938342e-05,5.943889681407513e-05,3.962593120938342e-05,0.0,1.981296560469171e-05,0.0,0.0,0.0,1.981296560469171e-05,0.0,0.0,0.0,0.0,1.981296560469171e-05,0.0,0.0
odd,0.001565224282770645,0.00029719448407037566,0.0,0.0,0.0,0.0,0.00011887779362815027,0.0,7.925186241876684e-05,0.0,0.0,0.0,0.0,3.962593120938342e-05,1.981296560469171e-05,1.981296560469171e-05,0.0,0.0,5.943889681407513e-05,3.962593120938342e-05,5.943889681407513e-05,3.962593120938342e-05,0.0,7.925186241876684e-05,0.0,1.981296560469171e-05,3.962593120938342e-05,0.0,3.962593120938342e-05,0.0,1.981296560469171e-05,5.943889681407513e-05,0.0,1.981296560469171e-05,0.0,3.962593120938342e-05,3.962593120938342e-05,5.943889681407513e-05,3.962593120938342e-05,1.981296560469171e-05
balloons,0.0021398002853067048,0.0016642891107941037,0.00013869075923284198,0.0001585037248375337,7.925186241876684e-05,1.981296560469171e-05,3.962593120938342e-05,7.925186241876684e-05,3.962593120938342e-05,0.0,5.943889681407513e-05,1.981296560469171e-05,1.981296560469171e-05,3.962593120938342e-05,0.0,5.943889681407513e-05,5.943889681407513e-05,3.962593120938342e-05,1.981296560469171e-05,7.925186241876684e-05,7.925186241876684e-05,1.981296560469171e-05,3.962593120938342e-05,1.981296560469171e-05,1.981296560469171e-05,1.981296560469171e-05,7.925186241876684e-05,1.981296560469171e-05,0.0001585037248375337,9.906482802345855e-05,7.925186241876684e-05,5.943889681407513e-05,1.981296560469171e-05,0.0,7.925186241876684e-05,3.962593120938342e-05,3.962593120938342e-05,3.962593120938342e-05,0.0001981296560469171,3.962593120938342e-05
beneath,0.0028530670470756064,0.00011887779362815027,1.981296560469171e-05,0.0,0.00011887779362815027,0.0,1.981296560469171e-05,1.981296560469171e-05,1.981296560469171e-05,3.962593120938342e-05,3.962593120938342e-05,5.943889681407513e-05,1.981296560469171e-05,3.962593120938342e-05,0.0,1.981296560469171e-05,3.962593120938342e-05,1.981296560469171e-05,5.943889681407513e-05,1.981296560469171e-05,3.962593120938342e-05,0.00011887779362815027,0.00011887779362815027,0.0001981296560469171,7.925186241876684e-05,0.0001981296560469171,9.906482802345855e-05,9.906482802345855e-05,7.925186241876684e-05,0.00011887779362815027,0.00011887779362815027,0.00011887779362815027,9.906482802345855e-05,9.906482802345855e-05,7.925186241876684e-05,0.0001585037248375337,9.906482802345855e-05,1.981296560469171e-05,0.00013869075923284198,7.925186241876684e-05
amidst,0.0029125059438896814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
timid,0.002575685528609922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.981296560469171e-05,1.981296560469171e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fluffy,0.00219923918212078,0.00043588524330321764,1.981296560469171e-05,5.943889681407513e-05,5.943889681407513e-05,0.0001585037248375337,5.943889681407513e-05,5.943889681407513e-05,1.981296560469171e-05,5.943889681407513e-05,7.925186241876684e-05,9.906482802345855e-05,0.00011887779362815027,9.906482802345855e-05,0.0001585037248375337,0.00013869075923284198,0.00013869075923284198,0.00013869075923284198,0.00013869075923284198,0.00011887779362815027,0.00013869075923284198,0.00023775558725630053,0.00027738151846568395,0.00025756855286099224,0.0003566333808844508,0.00041607227769852593,0.0001585037248375337,0.00023775558725630053,0.0001981296560469171,0.00027738151846568395,0.0001585037248375337,0.00045569820890790935,0.00029719448407037566,0.0003962593120938342,0.00029719448407037566,0.00041607227769852593,0.0003170074496750674,0.00023775558725630053,0.00023775558725630053,0.0001585037248375337
clouds,0.003031383737517832,0.008440323347598668,0.003744650499286733,0.0017237280076081787,0.0007330797273735933,0.0026945633222380727,0.00029719448407037566,0.0005943889681407513,0.00045569820890790935,0.0009510223490252021,0.0009708353146298938,0.0018227928356316374,0.0019020446980504042,0.001030274211443969,0.0007132667617689016,0.0008123315897923601,0.0008321445553970519,0.0007727056585829767,0.001089713108258044,0.000891583452211127,0.000891583452211127,0.0009113964178158187,0.001228403867490886,0.0008519575210017436,0.0009906482802345855,0.0012680297987002695,0.001228403867490886,0.0009510223490252021,0.001030274211443969,0.0012085909018861943,0.0011293390394674274,0.0011095260738627358,0.001228403867490886,0.0011293390394674274,0.0007132667617689016,0.000891583452211127,0.0009510223490252021,0.0010699001426533524,0.0006538278649548265,0.0010699001426533524
above,0.003506894912030433,0.0008519575210017436,0.00013869075923284198,0.002100174354097321,0.0006340148993501347,0.00041607227769852593,0.0006538278649548265,0.0003368204152797591,0.0001783166904422254,0.0008321445553970519,0.0006934537961642099,0.0001783166904422254,0.00027738151846568395,0.00011887779362815027,5.943889681407513e-05,9.906482802345855e-05,0.00011887779362815027,0.00027738151846568395,0.00011887779362815027,0.0001585037248375337,0.00023775558725630053,0.00025756855286099224,0.00023775558725630053,0.00023775558725630053,0.0003368204152797591,0.0003368204152797591,0.00025756855286099224,0.0003368204152797591,0.00043588524330321764,0.00047551117451260106,0.0003566333808844508,0.0003368204152797591,0.00045569820890790935,0.00023775558725630053,0.0003170074496750674,0.0003368204152797591,0.0001783166904422254,0.00025756855286099224,0.00013869075923284198,0.00021794262165160882
calmly,0.0016048502139800285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
le,0.0023379299413536217,0.0001981296560469171,7.925186241876684e-05,5.943889681407513e-05,3.962593120938342e-05,0.0001981296560469171,1.981296560469171e-05,1.981296560469171e-05,5.943889681407513e-05,5.943889681407513e-05,5.943889681407513e-05,1.981296560469171e-05,1.981296560469171e-05,9.906482802345855e-05,5.943889681407513e-05,0.00011887779362815027,0.00013869075923284198,5.943889681407513e-05,7.925186241876684e-05,3.962593120938342e-05,9.906482802345855e-05,5.943889681407513e-05,5.943889681407513e-05,9.906482802345855e-05,3.962593120938342e-05,1.981296560469171e-05,9.906482802345855e-05,0.0001981296560469171,7.925186241876684e-05,9.906482802345855e-05,5.943889681407513e-05,7.925186241876684e-05,7.925186241876684e-05,7.925186241876684e-05,7.925186241876684e-05,1.981296560469171e-05,0.00011887779362815027,7.925186241876684e-05,0.0,9.906482802345855e-05
bounc,0.0017435409732128706,0.00027738151846568395,3.962593120938342e-05,0.0,1.981296560469171e-05,5.943889681407513e-05,0.0,1.981296560469171e-05,0.0,0.0,0.0,1.981296560469171e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.962593120938342e-05,1.981296560469171e-05,0.0,7.925186241876684e-05,1.981296560469171e-05,1.981296560469171e-05,3.962593120938342e-05,1.981296560469171e-05,1.981296560469171e-05,3.962593120938342e-05,0.0,5.943889681407513e-05,0.0,0.0,1.981296560469171e-05,0.0,1.981296560469171e-05,1.981296560469171e-05,3.962593120938342e-05,0.0
timidly,0.006359961959106039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
curiously,0.002932318909494373,0.0,0.0,1.981296560469171e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
wh,0.0023379299413536217,1.981296560469171e-05,1.981296560469171e-05,3.962593120938342e-05,0.0,0.00011887779362815027,3.962593120938342e-05,1.981296560469171e-05,0.0,1.981296560469171e-05,5.943889681407513e-05,3.962593120938342e-05,7.925186241876684e-05,7.925186241876684e-05,5.943889681407513e-05,1.981296560469171e-05,0.0,1.981296560469171e-05,0.0,1.981296560469171e-05,3.962593120938342e-05,0.0,5.943889681407513e-05,3.962593120938342e-05,3.962593120938342e-05,1.981296560469171e-05,5.943889681407513e-05,3.962593120938342e-05,7.925186241876684e-05,7.925186241876684e-05,1.981296560469171e-05,9.906482802345855e-05,3.962593120938342e-05,3.962593120938342e-05,0.00013869075923284198,3.962593120938342e-05,9.906482802345855e-05,3.962593120938342e-05,0.00011887779362815027,9.906482802345855e-05
