rollout,winner,class,tau,t,token_id,token,delta_gamma,is_content,p_v_given_i,count_i,p_v,pmi_v_i,early_frac,pos_peak_share,specialist_loglik_margin
12,cluster-1,behavioural,1,1,2367,mysterious,0.3492758126061482,True,0.00010884311431248072,27.0,0.0001443453502159232,-0.3029226133201419,0.48148148148148145,0.48148148148148145,-0.5991545727249346
13,cluster-1,behavioural,1,1,394,under,0.49882488870356373,True,0.0014965928217966114,384.0,0.0010754521697406145,0.34359529183971027,0.2630208333333333,0.20833333333333334,-0.358355085009082
14,cluster-1,behavioural,1,1,289,bright,0.5181480372427743,True,0.0023634504822138687,607.0,0.0016694888033215293,0.36170525269533993,0.17792421746293247,0.06260296540362438,-0.3310795511822251
15,cluster-4,behavioural,3,3,1200,ocean,0.5239211282575017,True,0.0002838236094587133,72.0,0.00015069020077486487,0.6350827717831464,0.18055555555555555,0.08333333333333333,-0.07265825135531179
16,cluster-1,behavioural,1,1,1945,eagerly,0.4185900190568628,True,0.00016715192555130984,42.0,0.00013482807437751066,0.20711838898543,0.42857142857142855,0.40476190476190477,-0.48031255358997527
17,cluster-2,behavioural,2,1,762,once,0.291945928526024,True,0.0024543635715061187,632.0,0.0006995197741233201,1.2693534468545664,0.060126582278481014,0.05379746835443038,-0.7093864698992967
17,cluster-2,behavioural,2,2,13,",",0.45873458511209086,False,0.06302635048156707,16254.0,0.05572444314022516,0.13877826145970173,0.06503014642549526,0.019933554817275746,-0.3844771005590671
18,cluster-3,triggered,7,2,289,bright,0.11488143175484808,True,0.0017847789396085122,459.0,0.0016694888033215293,0.08031720505658235,0.4749455337690632,0.18082788671023964,-1.2353345126869648
18,cluster-3,triggered,7,4,1162,shone,0.08218154341347464,True,5.043940481502318e-05,12.0,0.00021175938740467854,-1.4990042674997301,0.3333333333333333,0.16666666666666666,-1.5017289739571082
18,cluster-3,triggered,7,5,526,down,0.126916486920635,True,0.0015519816866160982,399.0,0.0010786245950200853,0.37705917927228505,0.045112781954887216,0.020050125313283207,-0.9849432484583622
18,cluster-3,triggered,7,7,32,a,0.16893543822485496,True,0.039893689254466805,10281.0,0.038765450702493924,0.04430787517714352,0.16836883571637,0.041532924812761406,-1.182516146477476
19,cluster-1,behavioural,3,1,222,at,0.20313452531171677,True,0.0013177791339975358,338.0,0.0024181811692766475,-0.5942758437529125,0.08284023668639054,0.05325443786982249,-0.9084849630310252
19,cluster-1,behavioural,3,3,1439,edge,0.22693500421184126,True,0.0002293479908727274,58.0,0.00034262193018285065,-0.4027353699453675,0.39655172413793105,0.3448275862068966,-1.385833581781234
