persona,rank,token_id,token,pmi,p_v_given_i,signal
noir_detective,1,85,the,0.36943222115374663,0.062288051067225216,0.02301121305710301
noir_detective,2,240,like,1.1232989491539795,0.016315392479553163,0.01832706322731681
noir_detective,3,127,was,0.7085553507063946,0.025670756034310793,0.01818915154478938
noir_detective,4,40,i,0.4058091318209356,0.03470196239776581,0.014082373233120095
noir_detective,5,536,people,1.276214385002401,0.010578745262317973,0.013500746879046196
noir_detective,6,406,night,1.2466359722548148,0.009511208358268502,0.011857014479028176
noir_detective,7,784,rain,1.4571892527492531,0.008117955814881308,0.011829397967738348
noir_detective,8,63,##t,1.1849088445948937,0.009715365050867744,0.011511821977241309
noir_detective,9,2064,street,1.544778044245052,0.00736366696588869,0.011375231054037427
noir_detective,10,2025,fog,1.6045358039616948,0.007017691502094554,0.011260137276268439
noir_detective,11,655,shadows,1.4908509681671438,0.006579767604229005,0.00980945290307962
noir_detective,12,1379,thick,1.56257684882938,0.006247818172750848,0.009762696032435956
noir_detective,13,2959,smoke,1.611797489281832,0.005604179134250948,0.009032801858071308
noir_detective,14,900,fell,1.4543061410809761,0.005301840215439856,0.007710498784344269
