,pos0,pos1,pos2,pos3,pos4,pos5,pos6,pos7,pos8,pos9,pos10,pos11,pos12,pos13,pos14,pos15,pos16,pos17,pos18,pos19,pos20,pos21,pos22,pos23,pos24,pos25,pos26,pos27,pos28,pos29,pos30,pos31,pos32,pos33,pos34,pos35,pos36,pos37,pos38,pos39
quickly,0.009862180341491713,0.0,0.0,0.00015679142037347717,1.5679142037347717e-05,1.5679142037347717e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5679142037347717e-05,1.5679142037347717e-05,3.1358284074695435e-05,1.5679142037347717e-05,3.1358284074695435e-05,4.703742611204315e-05,3.1358284074695435e-05,9.40748522240863e-05,4.703742611204315e-05,0.00012543313629878174,7.839571018673858e-05,7.839571018673858e-05,0.00015679142037347717,0.00010975399426143401,6.271656814939087e-05,0.00012543313629878174,0.00017247056241082487,0.00014111227833612944,0.00020382884648552032,0.00021950798852286802,0.00012543313629878174
with,0.009485880932595368,0.0015208767776227286,0.0011445773687263833,0.0013013687890998606,0.003527806958403236,0.0021480424591166372,0.0023989087317142005,0.0029947161291334137,0.004013860361561016,0.003872748083224886,0.0059894322582668275,0.006632277081798084,0.00652252308753665,0.006553881371611345,0.006726351934022171,0.006177581962715,0.005236833440474137,0.006052148826416219,0.006647956223835432,0.007102651342918515,0.007902287586823249,0.009078223239624327,0.009344768654259239,0.009376126938333935,0.009721068063155584,0.008764640398877373,0.009517239216670064,0.010630458301321751,0.009235014659997804,0.009376126938333935,0.009674030637043541,0.009674030637043541,0.009172298091848415,0.009172298091848415,0.009046864955549632,0.00920365637592311,0.009093902381661675,0.009423164364445978,0.009501560074632716,0.009626993210931498
beside,0.013844682418978033,0.0,0.0,6.271656814939087e-05,0.0,3.1358284074695435e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5679142037347717e-05,0.0,1.5679142037347717e-05,0.0,4.703742611204315e-05,3.1358284074695435e-05,0.0,0.0,3.1358284074695435e-05,1.5679142037347717e-05,0.0,1.5679142037347717e-05,3.1358284074695435e-05,0.0,1.5679142037347717e-05,7.839571018673858e-05,0.0,1.5679142037347717e-05,0.0,1.5679142037347717e-05,4.703742611204315e-05,7.839571018673858e-05,7.839571018673858e-05,3.1358284074695435e-05,4.703742611204315e-05,6.271656814939087e-05,1.5679142037347717e-05
at,0.009877859483529062,0.0004703742611204315,0.00031358284074695434,0.0011916147948384265,0.0031828658335815866,0.004170651781934493,0.003355336395992411,0.004546951190830838,0.004578309474905533,0.004609667758980229,0.006114865394565609,0.005346587434735571,0.005785603411781307,0.004813496605465749,0.004452876338606752,0.0043901597704573605,0.00363756095266467,0.003606202668589975,0.003527806958403236,0.0032455824017309774,0.0029476787030213707,0.0030574326972828045,0.002979036987096066,0.0025557001520876777,0.0026184167202370685,0.00254002101005033,0.0022421173113407232,0.0019598927546684644,0.0021794007431913324,0.002163721601153985,0.0018031013342949874,0.0018344596183696828,0.0017247056241082488,0.0017247056241082488,0.001818780476332335,0.0016306307718841626,0.0016149516298468148,0.0016933473400335534,0.0013954436413239468,0.001489518493548033
on,0.01804669248498722,0.0013484062152119035,0.00404521864563571,0.008325624421831638,0.007149688769030558,0.008451057558130418,0.006255977672901739,0.005205475156399442,0.006303015099013782,0.006679314507910128,0.008498094984242463,0.009532918358707412,0.009187977233885761,0.008639207262578592,0.007525988177926904,0.0062873359569764345,0.005738565985669264,0.005440662286959657,0.004468555480644099,0.0044371971965694035,0.003872748083224886,0.004421518054532056,0.0038413897991501906,0.004233368350083883,0.004374480628420013,0.003935464651374277,0.00404521864563571,0.0036845983787767134,0.0037316358048887564,0.003762994088963452,0.00363756095266467,0.003371015538029759,0.003151507549506891,0.0034337321061791498,0.0029006412769093273,0.003041753555245457,0.0034494112482164976,0.002979036987096066,0.0029633578450587185,0.0030103952711707615
once,0.016024083162169366,4.703742611204315e-05,9.40748522240863e-05,0.0004860534031577792,3.1358284074695435e-05,0.00023518713056021575,6.271656814939087e-05,0.00015679142037347717,0.0002665454146349112,0.00031358284074695434,0.0006898822496432995,0.0011759356528010787,0.0011288982266890355,0.0009250693802035153,0.0012072939368757741,0.0011288982266890355,0.0014738393515106854,0.00144248106743599,0.0012072939368757741,0.001332727073174556,0.0012856896470625127,0.0012072939368757741,0.0009877859483529061,0.0011288982266890355,0.001113219084651688,0.0012386522209504695,0.0013013687890998606,0.0013954436413239468,0.001003465090390254,0.0010191442324276015,0.0011916147948384265,0.0012543313629878173,0.0011288982266890355,0.0008937110961288198,0.0010661816585396447,0.000501732545195127,0.0006428448235312564,0.0006898822496432995,0.0008780319540914721,0.0008623528120541244
gently,0.008356982705906332,0.0,0.0014581602094733376,0.001113219084651688,0.0009721068063155584,0.0007369196757553427,0.0002822245566722589,0.00017247056241082487,6.271656814939087e-05,0.00015679142037347717,0.00014111227833612944,0.00014111227833612944,9.40748522240863e-05,6.271656814939087e-05,4.703742611204315e-05,1.5679142037347717e-05,6.271656814939087e-05,7.839571018673858e-05,4.703742611204315e-05,0.00012543313629878174,0.00012543313629878174,9.40748522240863e-05,0.00017247056241082487,7.839571018673858e-05,6.271656814939087e-05,6.271656814939087e-05,6.271656814939087e-05,9.40748522240863e-05,7.839571018673858e-05,0.00012543313629878174,9.40748522240863e-05,0.00012543313629878174,9.40748522240863e-05,0.00014111227833612944,7.839571018673858e-05,0.00010975399426143401,7.839571018673858e-05,9.40748522240863e-05,0.00012543313629878174,0.00014111227833612944
the,0.004656705185092272,0.1486539456560937,0.07486790322833535,0.06684018250521331,0.1122469778453723,0.08966901331159159,0.07919534643064331,0.05961209802599602,0.048432869753367094,0.04796249549224666,0.04656705185092272,0.04890324401448753,0.048573982031703225,0.04797817463428401,0.04493642107903856,0.043713448000125436,0.04038946988820772,0.03919785509336929,0.0388058765424356,0.037394753759074306,0.03885291396854764,0.038602047695950076,0.03858636855391273,0.03750450775333574,0.039056742815033164,0.03692437949795387,0.03667351322535631,0.03712820834443939,0.0356857272770034,0.03496448674328541,0.035168315589770925,0.03505856159550949,0.03556029414070462,0.03468226218661315,0.0343373210617915,0.03403941736308189,0.034760657896799885,0.03455682905031437,0.034760657896799885,0.03507424073754684
mysterious,0.005017325451951269,9.40748522240863e-05,0.0,9.40748522240863e-05,0.00014111227833612944,9.40748522240863e-05,0.00014111227833612944,0.0002665454146349112,0.00029790369870960664,0.00032926198278430204,0.0002822245566722589,0.00045469511908308375,0.0003606202668589975,0.00043901597704573605,0.0002508662725975635,0.0002665454146349112,0.0002822245566722589,0.00021950798852286802,0.00021950798852286802,0.00021950798852286802,0.00021950798852286802,0.0002822245566722589,0.00017247056241082487,0.0001881497044481726,0.00010975399426143401,0.00021950798852286802,0.0001881497044481726,9.40748522240863e-05,0.00014111227833612944,0.00015679142037347717,0.00010975399426143401,9.40748522240863e-05,7.839571018673858e-05,4.703742611204315e-05,0.00012543313629878174,6.271656814939087e-05,0.0001881497044481726,0.00010975399426143401,0.00010975399426143401,3.1358284074695435e-05
above,0.005613132849370483,0.0005644491133445178,0.001113219084651688,0.003574844384515279,0.002163721601153985,0.001709026482070901,0.0012856896470625127,0.0008153153859420813,0.0005487699713071701,0.00032926198278430204,0.00020382884648552032,0.00031358284074695434,0.0002665454146349112,0.0001881497044481726,0.0001881497044481726,0.00015679142037347717,0.00015679142037347717,6.271656814939087e-05,0.00012543313629878174,0.00020382884648552032,0.00010975399426143401,0.00012543313629878174,0.00021950798852286802,0.00020382884648552032,0.00015679142037347717,0.00017247056241082487,0.0001881497044481726,6.271656814939087e-05,0.0001881497044481726,0.00012543313629878174,7.839571018673858e-05,0.00017247056241082487,0.0001881497044481726,0.00017247056241082487,4.703742611204315e-05,0.00015679142037347717,0.00015679142037347717,0.00012543313629878174,0.00012543313629878174,0.00014111227833612944
along,0.004076576929710406,0.0005330908292698224,0.00020382884648552032,0.0006742031076059518,0.0003919785509336929,0.00045469511908308375,0.0003762994088963452,0.00034494112482164974,0.00043901597704573605,0.000501732545195127,0.0005174116872324747,0.0004703742611204315,0.000501732545195127,0.0006742031076059518,0.0003919785509336929,0.00031358284074695434,0.0001881497044481726,0.00012543313629878174,0.00012543313629878174,0.00017247056241082487,0.00012543313629878174,7.839571018673858e-05,6.271656814939087e-05,7.839571018673858e-05,0.00012543313629878174,9.40748522240863e-05,6.271656814939087e-05,4.703742611204315e-05,3.1358284074695435e-05,0.00012543313629878174,0.00014111227833612944,9.40748522240863e-05,6.271656814939087e-05,0.00010975399426143401,0.0001881497044481726,7.839571018673858e-05,9.40748522240863e-05,4.703742611204315e-05,0.00012543313629878174,0.00010975399426143401
calmly,0.0010348233744649493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5679142037347717e-05,0.0
brightly,0.006412769093275216,3.1358284074695435e-05,0.000721240533717995,0.00042333683500838835,0.00034494112482164974,0.00043901597704573605,0.0002822245566722589,0.00012543313629878174,0.00015679142037347717,6.271656814939087e-05,9.40748522240863e-05,6.271656814939087e-05,1.5679142037347717e-05,0.0,1.5679142037347717e-05,1.5679142037347717e-05,6.271656814939087e-05,3.1358284074695435e-05,7.839571018673858e-05,3.1358284074695435e-05,3.1358284074695435e-05,7.839571018673858e-05,6.271656814939087e-05,4.703742611204315e-05,3.1358284074695435e-05,9.40748522240863e-05,1.5679142037347717e-05,6.271656814939087e-05,4.703742611204315e-05,4.703742611204315e-05,4.703742611204315e-05,7.839571018673858e-05,1.5679142037347717e-05,0.0,1.5679142037347717e-05,4.703742611204315e-05,6.271656814939087e-05,3.1358284074695435e-05,3.1358284074695435e-05,6.271656814939087e-05
happily,0.01174367738597344,0.00020382884648552032,0.00012543313629878174,0.0002665454146349112,0.0002508662725975635,6.271656814939087e-05,0.00021950798852286802,6.271656814939087e-05,0.00014111227833612944,0.0,6.271656814939087e-05,0.00020382884648552032,0.00032926198278430204,0.00012543313629878174,9.40748522240863e-05,9.40748522240863e-05,9.40748522240863e-05,1.5679142037347717e-05,4.703742611204315e-05,0.0,3.1358284074695435e-05,0.0,0.0,0.0,6.271656814939087e-05,1.5679142037347717e-05,1.5679142037347717e-05,3.1358284074695435e-05,4.703742611204315e-05,0.0,4.703742611204315e-05,3.1358284074695435e-05,3.1358284074695435e-05,1.5679142037347717e-05,1.5679142037347717e-05,1.5679142037347717e-05,3.1358284074695435e-05,4.703742611204315e-05,3.1358284074695435e-05,1.5679142037347717e-05
slowly,0.003590523526552627,1.5679142037347717e-05,0.00034494112482164974,0.0001881497044481726,0.00020382884648552032,7.839571018673858e-05,4.703742611204315e-05,0.00020382884648552032,0.00014111227833612944,0.00012543313629878174,0.00023518713056021575,0.00023518713056021575,0.0001881497044481726,7.839571018673858e-05,0.00010975399426143401,0.00014111227833612944,0.00010975399426143401,0.00020382884648552032,9.40748522240863e-05,9.40748522240863e-05,0.00012543313629878174,4.703742611204315e-05,6.271656814939087e-05,4.703742611204315e-05,3.1358284074695435e-05,7.839571018673858e-05,1.5679142037347717e-05,4.703742611204315e-05,3.1358284074695435e-05,9.40748522240863e-05,3.1358284074695435e-05,1.5679142037347717e-05,3.1358284074695435e-05,0.00010975399426143401,7.839571018673858e-05,4.703742611204315e-05,6.271656814939087e-05,4.703742611204315e-05,6.271656814939087e-05,4.703742611204315e-05
