rollout,winner,class,tau,t,is_precommit,token_id,token,delta_gamma,is_content,p_v_given_i,count_i,p_v,pmi_v_i,early_frac,pos_peak_share,specialist_loglik_margin
1,cluster-1,behavioural,3,6,False,201,an,0.19759900156753607,True,0.0011000929053725736,282.0,0.0014664535854353956,-0.2752459526966877,0.08156028368794327,0.04964539007092199,-0.5209649071516957
1,cluster-1,behavioural,3,42,False,640,kind,0.1695913249971016,True,0.00032264208885485353,82.0,0.0001689316461318222,0.6506742893071511,0.036585365853658534,0.04878048780487805,-1.4575554955623042
1,cluster-1,behavioural,3,43,False,15,.,0.09431371754449103,False,0.05323983191513346,13695.0,0.0630210212830081,-0.1529883247882995,7.301935012778386e-05,0.016502373128879155,-1.2528698478208413
1,cluster-1,behavioural,3,45,False,290,thought,0.14346088747847408,True,0.0008668576604172577,222.0,0.0016147644672506573,-0.6108177880458099,0.0045045045045045045,0.03153153153153153,-1.235626498647159
1,cluster-1,behavioural,3,46,False,120,it,0.0730711819907458,True,0.007615130747791068,1958.0,0.009780587136608598,-0.23502675816326057,0.0010214504596527069,0.012768130745658836,-1.062649283229813
1,cluster-1,behavioural,3,52,False,1918,however,0.06939430842550298,True,3.109803266070877e-05,7.0,1.5862126397354197e-05,0.5554250832536471,0.0,0.14285714285714285,-0.13589985382058867
2,cluster-4,behavioural,1,1,True,32,a,0.36133925605270073,True,0.040419592382640875,10395.0,0.038765450702493924,0.05743824874159609,0.12833092833092832,0.034728234728234726,-0.5774298217408691
2,cluster-4,behavioural,1,2,False,289,bright,0.2468321777313498,True,0.0020645251592133805,530.0,0.0016694888033215293,0.22624698535726306,0.4226415094339623,0.18679245283018867,-1.2120393326060022
2,cluster-4,behavioural,1,3,False,365,sun,0.1244147973741091,True,0.0015007659349460735,385.0,0.0011476248448485762,0.281436332583878,0.2935064935064935,0.17402597402597403,-1.1437715018863714
2,cluster-4,behavioural,1,5,False,540,over,0.21609106682436807,True,0.0016135177797995356,414.0,0.001123831655252545,0.3750094590622117,0.0966183574879227,0.033816425120772944,-1.0972920047009946
2,cluster-4,behavioural,1,9,False,15,.,0.2509355700379863,False,0.06477787886563867,16660.0,0.0630210212830081,0.04318502641060906,0.0019807923169267707,0.01362545018007203,-1.3054412822189914
2,cluster-4,behavioural,1,34,False,658,city,0.1206569413459741,True,4.6655935801432316e-05,11.0,0.0007288647079584254,-2.819950124629739,0.36363636363636365,0.18181818181818182,-0.09704154369602191
2,cluster-4,behavioural,1,36,False,289,bright,0.6254616241935105,True,0.0020645251592133805,530.0,0.0016694888033215293,0.22624698535726306,0.4226415094339623,0.18679245283018867,-0.2941105166745519
2,cluster-4,behavioural,1,38,False,2960,##ift,0.33576950105370307,True,3.887994650119361e-06,0.0,4.758637919206259e-06,-inf,0.0,0.0,-1.23275549770434
2,cluster-4,behavioural,1,42,False,3,"""",0.3522201531917646,False,0.04326949246117838,11128.0,0.0371792380627585,0.16735669730605718,0.0,0.013569374550682961,-1.463185969057451
2,cluster-4,behavioural,1,43,False,280,do,0.18158946621132344,True,0.0010419825662319885,267.0,0.0010548314054240541,-0.0002448378879726931,0.0,0.033707865168539325,-1.4481790122772633
2,cluster-4,behavioural,1,45,False,1034,think,0.16487247553756124,True,0.0005015513098653975,128.0,0.00021969045060335563,0.8334534826598565,0.0,0.0390625,-1.0852686009334493
2,cluster-4,behavioural,1,47,False,439,will,0.09510797752972389,True,0.0007503829674730368,192.0,0.0012372458589936274,-0.48950500328822333,0.005208333333333333,0.03125,-0.5837201110904551
3,cluster-2,behavioural,1,1,True,3064,amidst,0.39219900211493236,True,0.0001744808226189183,44.0,8.882790782518351e-05,0.6683468713376666,0.8863636363636364,0.8863636363636364,-0.5239125483634623
3,cluster-2,behavioural,1,7,False,275,girl,0.08386188666186412,True,0.005110349426927429,1317.0,0.003378632922636444,0.4287433711943649,0.20501138952164008,0.12072892938496584,-0.9401686324466526
3,cluster-2,behavioural,1,12,False,559,strange,0.4670397846349692,True,0.0016633838423003545,428.0,0.0007994511704266516,0.7460558556649834,0.011682242990654205,0.02336448598130841,-1.5333023374591175
3,cluster-2,behavioural,1,13,False,592,map,0.14780072444886594,True,0.0011670828357398765,300.0,0.0018915585728844881,-0.4705158199517401,0.013333333333333334,0.03,-1.8284956183055323
3,cluster-2,behavioural,1,14,False,149,that,0.07088818588505819,True,0.007308807791925802,1884.0,0.00475467238760692,0.445127496389194,0.0005307855626326964,0.014861995753715499,-1.091130422206982
3,cluster-2,behavioural,1,15,False,326,looked,0.06501602457881173,True,0.00048079160010546386,123.0,0.0010587969370233928,-0.781846106747432,0.0,0.04065040650406504,-3.6784836868030424
3,cluster-2,behavioural,1,18,False,15,.,0.1184654314764566,False,0.05983916745506149,15432.0,0.0630210212830081,-0.03616695093773714,0.0011016070502851219,0.014515292897874546,-1.2945966587924385
3,cluster-2,behavioural,1,25,False,381,lost,0.10558715763981563,True,0.007510430075840999,1936.0,0.0020184555840633217,1.3291494475663992,0.014979338842975207,0.02324380165289256,-0.11316975574156096
3,cluster-2,behavioural,1,55,False,518,shadow,0.06115949970587087,True,0.0005854800936768148,150.0,0.0001689316461318222,1.2519992371013302,0.18,0.06666666666666667,-0.1558876225062109
3,cluster-2,behavioural,1,66,False,752,lena,0.09589566381526415,True,0.0003683484033066056,94.0,0.0008248305726624183,-0.8010251011509144,0.031914893617021274,0.07446808510638298,-0.552512252517678
4,cluster-2,behavioural,4,1,True,1592,quietly,0.27753730958618356,True,0.00025202785489399326,64.0,0.00018003513460997014,0.3365891745927687,0.703125,0.671875,-0.739112986854729
4,cluster-2,behavioural,4,4,True,346,small,0.13558784898447757,True,0.0010856584518510479,279.0,0.0010889349771783657,0.00911448476789456,0.24372759856630824,0.1039426523297491,-1.052456100812389
4,cluster-2,behavioural,4,6,False,2013,rest,0.2418446038883676,True,0.00016284876777765704,41.0,4.758637919206259e-05,1.2218836131967077,0.07317073170731707,0.07317073170731707,-1.8054957865659387
4,cluster-2,behavioural,4,7,False,86,##ed,0.14510711487533,True,0.0016556291390728475,426.0,0.0010532451927843186,0.46566612494749116,0.04225352112676056,0.023474178403755867,-0.8030654472061288
4,cluster-2,behavioural,4,12,False,120,it,0.06343487937777781,True,0.010600679312002731,2733.0,0.009780587136608598,0.09585850563652709,0.0014635931211123307,0.020856201975850714,-1.2975447717991253
4,cluster-2,behavioural,4,14,False,190,not,0.09833824068509167,True,0.00180296850039549,464.0,0.0012340734337141566,0.39266695620241787,0.0,0.021551724137931036,-2.684739315942765
4,cluster-2,behavioural,4,100,False,130,with,0.09578813137835238,True,0.00956154907951673,2465.0,0.008632169185440155,0.11755409528815353,0.006896551724137931,0.015821501014198783,-1.9453346296579002
4,cluster-2,behavioural,4,106,False,269,can,0.08938476574571354,True,0.0004109992710578967,105.0,0.0024451467841521495,-1.7770419690141264,0.01904761904761905,0.047619047619047616,-0.9057345238774955
4,cluster-2,behavioural,4,107,False,767,fly,0.05942944697428379,True,1.1632054841261235e-05,2.0,0.00025220780971793176,-3.4662480935057314,0.0,0.5,-1.1487423797155427
4,cluster-2,behavioural,4,109,False,13,",",0.1575901113115068,False,0.06302635048156707,16254.0,0.05572444314022516,0.13877826145970173,0.06503014642549526,0.019933554817275746,-0.6960263688304295
4,cluster-2,behavioural,4,110,False,3,"""",0.1145715961523524,False,0.007723684414597451,1991.0,0.0371792380627585,-1.5562553484461028,0.0,0.02109492717227524,-1.3979898070073797
4,cluster-2,behavioural,4,111,False,120,it,0.24251735060957336,True,0.010600679312002731,2733.0,0.009780587136608598,0.09585850563652709,0.0014635931211123307,0.020856201975850714,-0.639400555879169
4,cluster-2,behavioural,4,112,False,196,said,0.06885773623545532,True,0.0024543635715061187,632.0,0.0064622302942821,-0.9539822744853392,0.0,0.02689873417721519,-1.5076431419565859
4,cluster-2,behavioural,4,116,False,1897,hesitated,0.16153821558570913,True,0.00015509406455014953,39.0,4.282774127285633e-05,1.277233708279871,0.0,0.07692307692307693,-2.3224583924252986
4,cluster-2,behavioural,4,118,False,120,it,0.12285464578786198,True,0.010600679312002731,2733.0,0.009780587136608598,0.09585850563652709,0.0014635931211123307,0.020856201975850714,-0.6669419577122757
5,cluster-1,behavioural,1,1,True,364,through,0.7026971940758335,True,0.002561700440425887,658.0,0.0019732485238308623,0.2752176852185704,0.25379939209726443,0.06534954407294832,-0.10236811505127186
5,cluster-1,behavioural,1,17,False,1288,gently,0.5397413423024139,True,0.0004897940144061634,125.0,0.00021096628108481082,0.8500646362729256,0.568,0.328,-0.6196048899948954
5,cluster-1,behavioural,1,22,False,557,hand,0.23110369075005976,True,0.00042759794908474606,109.0,0.0002736216803543599,0.45305067295010737,0.0,0.03669724770642202,-0.9222665435615248
5,cluster-1,behavioural,1,32,False,94,and,0.1373203895195779,True,0.0220290688860296,5666.0,0.018549963715385868,0.18746478279189205,0.0037063183903988705,0.013060360042357924,-0.3481397283830643
5,cluster-1,behavioural,1,33,False,368,magic,0.4687745122728322,True,0.0022196220811580908,570.0,0.0008240374663425505,1.004869577481692,0.010526315789473684,0.02631578947368421,-0.450135637595561
5,cluster-1,behavioural,1,35,False,140,as,0.4032579060625882,True,0.008392581564308785,2158.0,0.005403433357258707,0.45559652279673646,0.04819277108433735,0.029657089898053754,-0.7799075646312138
5,cluster-1,behavioural,1,37,False,1610,touched,0.1430656346521717,True,0.00012827938472542382,32.0,8.406926990597725e-05,0.40754401643998506,0.0,0.0625,-0.9564197741506021
5,cluster-1,behavioural,1,38,False,85,the,0.07903844723455078,True,0.05475197375326044,14084.0,0.04536171596483367,0.2038201270674933,0.09791252485089463,0.0227918205055382,-1.849587732213625
5,cluster-1,behavioural,1,44,False,316,filled,0.14165769595253314,True,0.003401347322265026,874.0,0.00191852418775999,0.5872180727978327,0.09038901601830664,0.02517162471395881,-0.8138804606841109
5,cluster-1,behavioural,1,49,False,106,she,0.10291315988089722,True,0.014930942931222813,3840.0,0.011545248698314253,0.27264759676943573,0.0,0.015625,-1.4297794996477082
5,cluster-1,behavioural,1,51,False,961,herself,0.33049798579267,True,0.00019047545004684125,48.0,0.00012689701117883358,0.4012744034263882,0.0,0.0625,-0.8113026146368569
5,cluster-1,behavioural,1,56,False,535,now,0.20416856407939343,True,8.163233573436062e-05,20.0,0.0005416916164696458,-1.9255153782644747,0.0,0.15,-2.830139207272034
5,cluster-1,behavioural,1,64,False,32,a,0.08932116041318039,True,0.04502217678454117,11581.0,0.038765450702493924,0.16528563445860733,0.11302996287021846,0.02987652188930144,-1.3979463109332573
5,cluster-1,behavioural,1,66,False,108,in,0.20113187415058542,True,0.014985364488379047,3854.0,0.010290554500283535,0.39133434869254735,0.16242864556305137,0.04929942916450441,-0.7344899728785257
5,cluster-1,behavioural,1,67,False,32,a,0.2701688117869939,True,0.04502217678454117,11581.0,0.038765450702493924,0.16528563445860733,0.11302996287021846,0.02987652188930144,-1.8697203865049545
5,cluster-1,behavioural,1,69,False,277,dream,0.21509028688904908,True,0.0009484899961516185,243.0,0.0003077252521086714,1.1373033114695987,0.02880658436213992,0.02880658436213992,-0.6328042700345664
5,cluster-1,behavioural,1,70,False,15,.,0.058709092256576945,False,0.05323983191513346,13695.0,0.0630210212830081,-0.1529883247882995,7.301935012778386e-05,0.016502373128879155,-1.625991835152155
5,cluster-1,behavioural,1,71,False,85,the,0.09120355800851765,True,0.05475197375326044,14084.0,0.04536171596483367,0.2038201270674933,0.09791252485089463,0.0227918205055382,-0.6141955403174434
5,cluster-1,behavioural,1,78,False,591,adventure,0.22923181447906024,True,0.0005908626205534671,151.0,0.0008517961875379203,-0.35661823050156105,0.0,0.026490066225165563,-2.4440487311047843
6,cluster-3,triggered,1,1,True,1131,among,0.3216997810125221,True,9.699885541350618e-05,24.0,0.0002990010825901266,-1.1508536159875469,0.625,0.625,-0.6506629887113586
6,cluster-3,triggered,1,3,False,820,clouds,0.06846200908193079,True,0.0006518323083787613,167.0,0.0005424847227895135,0.19337363590672396,0.6047904191616766,0.20359281437125748,-0.9947592201452724
6,cluster-3,triggered,1,5,False,32,a,0.08972110690848278,True,0.039893689254466805,10281.0,0.038765450702493924,0.04430787517714352,0.16836883571637,0.041532924812761406,-1.4593987867436224
6,cluster-3,triggered,1,7,False,385,named,0.10906727304479358,True,0.010549595514772931,2718.0,0.0044104642447843345,0.8874561086360444,0.10412067696835908,0.09013980868285504,-1.2617963361216677
6,cluster-3,triggered,1,8,False,427,samuel,0.10187784467957195,True,0.0018196985275573752,468.0,0.001617936892530128,0.13110095019190382,0.03632478632478633,0.029914529914529916,-1.2066810399455348
6,cluster-3,triggered,1,9,False,157,felt,0.21254796110373775,True,0.0012959047083244417,333.0,0.003036804098773461,-0.8388787203843311,0.0,0.02702702702702703,-2.39794216676027
6,cluster-3,triggered,1,10,False,1490,very,0.11080597584239549,True,0.000772110889091509,198.0,0.00031882874058681936,0.8951526831880328,0.06060606060606061,0.030303030303030304,-0.6216031770577848
6,cluster-3,triggered,1,14,False,386,wanted,0.3164951133090552,True,0.0011484664480959127,295.0,0.0021175938740467855,-0.5995206539419558,0.003389830508474576,0.05084745762711865,-2.1054679487454893
6,cluster-3,triggered,1,24,False,210,day,0.06306157898041978,True,0.00395755330087105,1019.0,0.0030027005270191497,0.29084944256597556,0.0745829244357213,0.04612365063788027,-1.4770053114537207
7,cluster-2,behavioural,1,1,True,2367,mysterious,0.5158992738763704,True,0.00013570730648138107,34.0,0.0001443453502159232,-0.07499005374613432,0.4117647058823529,0.4117647058823529,-0.33421580086131897
7,cluster-2,behavioural,1,16,False,85,the,0.24105811931886498,True,0.05892798982582938,15197.0,0.04536171596483367,0.2772876666883315,0.09587418569454498,0.027242218858985326,-0.2054580900229781
7,cluster-2,behavioural,1,17,False,615,colors,0.553387950719389,True,0.00012795260325387337,32.0,0.0008327616358610953,-1.8881534316373436,0.09375,0.09375,-2.162816207802617
7,cluster-2,behavioural,1,19,False,2524,dim,0.21860138733348278,True,0.00019774493230144082,50.0,4.1241528633120914e-05,1.5634353955612195,0.24,0.1,-0.12326556421355139
7,cluster-2,behavioural,1,31,False,218,could,0.13404982750351993,True,0.002993315445817888,771.0,0.0016544197832440428,0.6073408467171122,0.0,0.020752269779507133,-0.5408737396596175
7,cluster-2,behavioural,1,33,False,399,go,0.39407350750850556,True,0.00027141461296276213,69.0,0.0009009687793697184,-1.1985059859693372,0.0,0.043478260869565216,-0.6443139572310836
7,cluster-2,behavioural,1,34,False,30,?,0.143946337618458,False,0.0027374102393101425,705.0,0.004913293651580462,-0.5706438825364746,0.0,0.02695035460992908,-0.8415215496862893
7,cluster-2,behavioural,1,37,False,290,thought,0.10705412918883483,True,0.00098484730989345,253.0,0.0016147644672506573,-0.4826967802283937,0.007905138339920948,0.02766798418972332,-1.2356378009672233
7,cluster-2,behavioural,1,40,False,165,had,0.08396781065890685,True,0.012236921693006811,3155.0,0.004977535263489747,0.9149117698368903,0.0003169572107765452,0.022820919175911253,-1.3123932796540174
7,cluster-2,behavioural,1,41,False,357,no,0.7396160509614518,True,0.0005040557097879865,129.0,0.0010683142128618051,-0.7431666633341916,0.03875968992248062,0.03875968992248062,-0.760349003127152
7,cluster-2,behavioural,1,43,False,13,",",0.35703437231576696,False,0.06302635048156707,16254.0,0.05572444314022516,0.13877826145970173,0.06503014642549526,0.019933554817275746,-1.4828075210173952
7,cluster-2,behavioural,1,45,False,40,i,0.09069278073049558,True,0.0013221769002900255,340.0,0.0056643653364951835,-1.4421464018296861,0.011764705882352941,0.026470588235294117,-1.7405634581844713
7,cluster-2,behavioural,1,48,False,555,plan,0.14179969109327606,True,6.591497743381365e-05,16.0,0.0008065891273054609,-2.549367565094278,0.0,0.125,-1.5942978210473315
7,cluster-2,behavioural,1,51,False,1538,future,0.05906208621354614,True,2.326410968252243e-05,5.0,1.5862126397354197e-05,0.21636174759460935,0.0,0.2,-1.3924436884776261
7,cluster-2,behavioural,1,52,False,13,",",0.09493005031906598,False,0.06302635048156707,16254.0,0.05572444314022516,0.13877826145970173,0.06503014642549526,0.019933554817275746,-0.400151595623516
8,cluster-1,behavioural,1,1,True,867,before,0.3087233057510323,True,0.00028765680211155644,73.0,0.0002173111316437525,0.28257854251264547,0.0273972602739726,0.0547945205479452,-0.6758510138701865
8,cluster-1,behavioural,1,11,False,103,he,0.0541619764857947,True,0.011793928886573816,3033.0,0.010855246200029344,0.09835295922963905,0.0003297065611605671,0.015166501813386087,-1.518109315254524
8,cluster-1,behavioural,1,17,False,2386,artist,0.10015171017718033,True,0.00012439213064283512,31.0,3.4896678074179236e-05,1.255044778319208,0.03225806451612903,0.06451612903225806,-1.957612461808775
8,cluster-1,behavioural,1,27,False,1192,sit,0.6682270080566247,True,0.00032264208885485353,82.0,0.00010310382158280228,1.1444320045609953,0.0,0.10975609756097561,-0.3813192149496245
8,cluster-1,behavioural,1,28,False,410,by,0.18507540496030117,True,0.00183089667289923,470.0,0.001475970861273808,0.2291106458141785,0.04893617021276596,0.027659574468085105,-1.456664266342134
8,cluster-1,behavioural,1,32,False,1665,watch,0.2109435769991011,True,0.00028765680211155644,73.0,0.00015624194501393884,0.6125029201627274,0.0273972602739726,0.0547945205479452,-0.9207756965051282
8,cluster-1,behavioural,1,34,False,820,clouds,0.0818179115841296,True,0.0010145733155556248,260.0,0.0005424847227895135,0.6379709211453015,0.34615384615384615,0.08461538461538462,-0.8066211894167509
8,cluster-1,behavioural,1,47,False,1598,paint,0.7561805767595984,True,0.0012750193390890611,327.0,0.0004409671138464467,1.0744390843989953,0.0061162079510703364,0.027522935779816515,-1.0891650907806483
8,cluster-1,behavioural,1,48,False,32,a,0.16661789364900548,True,0.04502217678454117,11581.0,0.038765450702493924,0.16528563445860733,0.11302996287021846,0.02987652188930144,-1.1279640606050816
8,cluster-1,behavioural,1,51,False,103,he,0.07978328415023761,True,0.011793928886573816,3033.0,0.010855246200029344,0.09835295922963905,0.0003297065611605671,0.015166501813386087,-1.133096832581602
8,cluster-1,behavioural,1,66,False,631,##br,0.28357101110010347,True,0.0002682205316986134,68.0,8.327616358610954e-05,1.170794562770908,0.029411764705882353,0.04411764705882353,-2.433539375976159
8,cluster-1,behavioural,1,67,False,3719,##ushes,0.2233969857761608,True,1.5549016330354413e-05,3.0,3.1724252794708396e-06,1.3175651353005424,0.6666666666666666,0.6666666666666666,-1.544349756278304
8,cluster-1,behavioural,1,69,False,417,big,0.31513227195405014,True,0.0005792008583057013,148.0,0.0027544582489005564,-1.5503145712276352,0.02027027027027027,0.02702702702702703,-0.4409802941588117
8,cluster-1,behavioural,1,70,False,3293,pencil,0.17873551488091444,True,0.00014382840105577822,36.0,8.01037383066387e-05,0.5736456293671743,0.0,0.08333333333333333,-1.2253278258064486
8,cluster-1,behavioural,1,82,False,106,she,0.2478160582644372,True,0.014930942931222813,3840.0,0.011545248698314253,0.27264759676943573,0.0,0.015625,-1.8608370154126364
8,cluster-1,behavioural,1,85,False,15,.,0.27048948716179827,False,0.05323983191513346,13695.0,0.0630210212830081,-0.1529883247882995,7.301935012778386e-05,0.016502373128879155,-1.3190944693597861
8,cluster-1,behavioural,1,86,False,106,she,0.23669241150004883,True,0.014930942931222813,3840.0,0.011545248698314253,0.27264759676943573,0.0,0.015625,-0.6470495634913251
8,cluster-1,behavioural,1,93,False,85,the,0.05026494446536783,True,0.05475197375326044,14084.0,0.04536171596483367,0.2038201270674933,0.09791252485089463,0.0227918205055382,-1.2037732806205914
8,cluster-1,behavioural,1,101,False,1598,paint,0.07252044804783465,True,0.0012750193390890611,327.0,0.0004409671138464467,1.0744390843989953,0.0061162079510703364,0.027522935779816515,-1.2223860540331914
8,cluster-1,behavioural,1,118,False,13,",",0.07875232535310467,False,0.06767709357786753,17409.0,0.05572444314022516,0.21001764204309392,0.06410477339307255,0.02136825779769085,-1.4255336349053236
8,cluster-1,behavioural,1,120,False,157,felt,0.3534408063845691,True,0.003416896338595381,878.0,0.003036804098773461,0.1325348499101464,0.0,0.02050113895216401,-1.4031689915937378
8,cluster-1,behavioural,1,121,False,470,more,0.11480951210011264,True,0.0002915440561941451,74.0,0.0003457943554623215,-0.16832994239254084,0.013513513513513514,0.04054054054054054,-1.8128289087516865
8,cluster-1,behavioural,1,122,False,1519,inspired,0.35291027296954847,True,0.0004859067603235751,124.0,0.00010786245950200854,1.5128738876213088,0.0,0.03225806451612903,-0.10656134671079265
9,cluster-0,triggered,2,1,True,1504,amazing,0.22603015277643385,True,0.00021525607500478338,53.0,0.00015782815765367426,0.3077797518868657,0.32075471698113206,0.3018867924528302,-0.8532451540522974
9,cluster-0,triggered,2,2,True,949,things,0.42660600864235787,True,0.0013074813444734993,327.0,0.0004187601368901508,1.1516565502502285,0.03669724770642202,0.03363914373088685,-0.4959556536001517
9,cluster-0,triggered,2,3,False,1874,happened,0.0901658879195838,True,9.965559027999232e-05,24.0,0.000153069519734468,-0.453843695497703,0.125,0.08333333333333333,-2.4090572771747034
9,cluster-0,triggered,2,8,False,127,was,0.3894313621413974,True,0.010320332929396011,2588.0,0.008326823252291086,0.230398025165087,0.07148377125193199,0.03786707882534776,-0.7652701265600226
9,cluster-0,triggered,2,10,False,108,in,0.09542807762119249,True,0.005736175776516361,1438.0,0.010290554500283535,-0.5689785066938597,0.3379694019471488,0.09040333796940195,-1.908827394684748
9,cluster-0,triggered,2,11,False,117,her,0.08791631507120856,True,0.004775495886217234,1197.0,0.008805859469491183,-0.5966042524370554,0.020885547201336674,0.01921470342522974,-2.0225980834005743
9,cluster-0,triggered,2,12,False,749,room,0.18004933528928158,True,0.0007294789208495438,182.0,0.00046793272872194884,0.45467681323626774,0.3131868131868132,0.13186813186813187,-0.5790089063589694
10,cluster-2,behavioural,5,4,True,307,boy,0.08620477718933961,True,0.004493850520340585,1158.0,0.002706078763388626,0.5220518582358711,0.20379965457685664,0.0924006908462867,-1.0619256504750518
10,cluster-2,behavioural,5,5,True,1024,climbed,0.2737874929939162,True,0.0004458954355816802,114.0,0.0004021049041729289,0.11034355351781233,0.08771929824561403,0.05263157894736842,-0.5585723948268502
10,cluster-2,behavioural,5,6,False,85,the,0.298257471510019,True,0.05892798982582938,15197.0,0.04536171596483367,0.2772876666883315,0.09587418569454498,0.027242218858985326,-0.4970876086735282
10,cluster-2,behavioural,5,7,False,1051,hill,0.13578093095898447,True,0.0003256975355553141,83.0,0.00031724252794708397,0.030032169403117592,0.2289156626506024,0.1566265060240964,-1.0304292161630781
10,cluster-2,behavioural,5,18,False,678,held,0.05399843643218272,True,0.0012446298680149515,320.0,0.0006344850558941679,0.686365376840345,0.0,0.021875,-0.38827820791790746
10,cluster-2,behavioural,5,21,False,696,stone,0.05509459397714356,True,0.0008879135195496067,228.0,0.0004481050707252561,0.6951760065224999,0.021929824561403508,0.03070175438596491,-0.29308310553482636
11,cluster-2,behavioural,1,1,True,872,near,0.621621724388947,True,0.0001899902290739333,48.0,0.00028472516883250787,-0.40946526886588686,0.3333333333333333,0.3333333333333333,-0.19647517915340362
11,cluster-2,behavioural,1,3,False,814,quiet,0.12101490792649594,True,0.0005079330614017403,130.0,0.0002791734245934339,0.6065593835719865,0.5076923076923077,0.26153846153846155,-0.6561295219483592
11,cluster-2,behavioural,1,4,False,1742,lake,0.19138688151615613,True,0.00019774493230144082,50.0,0.00018003513460997014,0.08972909666124451,0.28,0.12,-0.2938911786992175
11,cluster-2,behavioural,1,24,False,298,about,0.3202233116220048,True,0.0013299316035175334,342.0,0.0011626938649260626,0.14717396333050825,0.0029239766081871343,0.02631578947368421,-0.7781786685797492
11,cluster-2,behavioural,1,31,False,103,he,0.06583222767210317,True,0.016412829381019595,4232.0,0.010855246200029344,0.42888432604136906,0.0023629489603024575,0.013941398865784499,-1.3113969385207407
11,cluster-2,behavioural,1,32,False,2809,sees,0.08960557560418891,True,2.326410968252243e-05,5.0,2.3000083276163587e-05,-0.15520180883787305,0.0,0.2,-1.303210325500709
11,cluster-2,behavioural,1,34,False,2389,flicker,0.07113997897713908,True,0.00023264109682522455,59.0,6.50347182291522e-05,1.2734743053559665,0.01694915254237288,0.06779661016949153,-0.39410569708706134
12,cluster-1,behavioural,1,1,True,2367,mysterious,0.3492776106357128,True,0.00010884311431248072,27.0,0.0001443453502159232,-0.3029226133201419,0.48148148148148145,0.48148148148148145,-0.5991512992754569
12,cluster-1,behavioural,1,2,False,145,##ly,0.09299303908705991,True,0.0004820195062409864,123.0,0.00086924452657501,-0.5819909043832192,0.5772357723577236,0.3008130081300813,-1.2305151174250397
12,cluster-1,behavioural,1,6,False,307,boy,0.1492647637895782,True,0.004458680432729125,1146.0,0.002706078763388626,0.5142261964154393,0.13525305410122165,0.08289703315881326,-1.0661535672816769
13,cluster-1,behavioural,1,1,True,394,under,0.49882483568911823,True,0.0014965928217966114,384.0,0.0010754521697406145,0.34359529183971027,0.2630208333333333,0.20833333333333334,-0.3583551608713589
13,cluster-1,behavioural,1,5,False,32,a,0.06572761782899073,True,0.04502217678454117,11581.0,0.038765450702493924,0.16528563445860733,0.11302996287021846,0.02987652188930144,-1.556715976109109
13,cluster-1,behavioural,1,6,False,505,soft,0.5663531369162371,True,0.002001935852533129,514.0,0.0006495540759716544,1.1393863893544198,0.17704280155642024,0.07003891050583658,-0.45523659480606193
13,cluster-1,behavioural,1,9,False,364,through,0.1261205960246335,True,0.002561700440425887,658.0,0.0019732485238308623,0.2752176852185704,0.25379939209726443,0.06534954407294832,-1.2841209881722722
13,cluster-1,behavioural,1,10,False,32,a,0.565825374330589,True,0.04502217678454117,11581.0,0.038765450702493924,0.16528563445860733,0.11302996287021846,0.02987652188930144,-0.5969180626018237
